noise_scale,alpha,controller,candidate_group_id,raw_candidate_id,shield_candidate_id,shield_mode,raw_true_joint_safe,shield_true_joint_safe,raw_true_management_utility,shield_true_management_utility,raw_true_V_embb,shield_true_V_embb,raw_true_V_urllc,shield_true_V_urllc,raw_embb_slice_prb,raw_urllc_slice_prb,shield_embb_slice_prb,shield_urllc_slice_prb
0.25,1.0,PF,0,2,2,pass,1,1,0.6682329,0.6682329,0.20650832,0.20650832,0.025042687,0.025042687,21.0,29.0,21.0,29.0
0.25,1.0,PF,1,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,2,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,3,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,4,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,5,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,6,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,7,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,8,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,9,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,10,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,11,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,12,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,13,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,14,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,15,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,16,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,17,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,18,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,19,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,20,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,21,2,2,pass,1,1,0.6374081,0.6374081,0.21929021,0.21929021,0.023887053,0.023887053,21.0,29.0,21.0,29.0
0.25,1.0,PF,22,2,2,pass,1,1,0.7186651,0.7186651,0.16434994,0.16434994,0.025743317,0.025743317,21.0,29.0,21.0,29.0
0.25,1.0,PF,23,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,24,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,25,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,26,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,27,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,28,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,29,2,3,shield_to_safe,1,1,0.6677499,0.72676647,0.20378518,0.16350773,0.02274346,0.021733325,21.0,29.0,30.0,20.0
0.25,1.0,PF,30,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,31,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,32,2,2,pass,1,1,0.7186651,0.7186651,0.16434994,0.16434994,0.025743317,0.025743317,21.0,29.0,21.0,29.0
0.25,1.0,PF,33,2,2,pass,1,1,0.6682329,0.6682329,0.20650832,0.20650832,0.025042687,0.025042687,21.0,29.0,21.0,29.0
0.25,1.0,PF,34,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,35,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,36,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,37,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,38,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,39,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,40,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,41,2,2,pass,1,1,0.7186651,0.7186651,0.16434994,0.16434994,0.025743317,0.025743317,21.0,29.0,21.0,29.0
0.25,1.0,PF,42,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,43,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,44,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,45,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,46,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,47,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,48,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,49,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,50,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,51,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,52,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,53,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,54,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,55,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,56,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,57,2,2,pass,1,1,0.6682329,0.6682329,0.20650832,0.20650832,0.025042687,0.025042687,21.0,29.0,21.0,29.0
0.25,1.0,PF,58,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,59,2,2,pass,1,1,0.6780778,0.6780778,0.173598,0.173598,0.012475382,0.012475382,21.0,29.0,21.0,29.0
0.25,1.0,PF,60,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,61,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,62,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,63,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,64,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,65,2,2,pass,1,1,0.65129316,0.65129316,0.21678324,0.21678324,0.023225917,0.023225917,21.0,29.0,21.0,29.0
0.25,1.0,PF,66,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,67,2,2,pass,1,1,0.65129316,0.65129316,0.21678324,0.21678324,0.023225917,0.023225917,21.0,29.0,21.0,29.0
0.25,1.0,PF,68,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,69,2,2,pass,1,1,0.6780778,0.6780778,0.173598,0.173598,0.012475382,0.012475382,21.0,29.0,21.0,29.0
0.25,1.0,PF,70,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,71,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,72,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,73,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,74,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,75,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,76,2,2,pass,1,1,0.7186651,0.7186651,0.16434994,0.16434994,0.025743317,0.025743317,21.0,29.0,21.0,29.0
0.25,1.0,PF,77,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,78,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,79,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,80,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,81,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,82,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,83,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,84,2,2,pass,1,1,0.7186651,0.7186651,0.16434994,0.16434994,0.025743317,0.025743317,21.0,29.0,21.0,29.0
0.25,1.0,PF,85,2,2,pass,1,1,0.6682329,0.6682329,0.20650832,0.20650832,0.025042687,0.025042687,21.0,29.0,21.0,29.0
0.25,1.0,PF,86,2,2,pass,1,1,0.65129316,0.65129316,0.21678324,0.21678324,0.023225917,0.023225917,21.0,29.0,21.0,29.0
0.25,1.0,PF,87,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,88,2,2,pass,1,1,0.65129316,0.65129316,0.21678324,0.21678324,0.023225917,0.023225917,21.0,29.0,21.0,29.0
0.25,1.0,PF,89,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,90,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,91,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,92,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,93,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,94,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,95,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,96,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,97,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,98,2,2,pass,1,1,0.6682329,0.6682329,0.20650832,0.20650832,0.025042687,0.025042687,21.0,29.0,21.0,29.0
0.25,1.0,PF,99,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,100,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,101,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,102,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,103,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,104,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,105,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,106,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,107,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,108,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,109,2,2,pass,1,1,0.6682329,0.6682329,0.20650832,0.20650832,0.025042687,0.025042687,21.0,29.0,21.0,29.0
0.25,1.0,PF,110,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,111,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,112,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,113,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,114,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,115,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,116,2,2,pass,1,1,0.6780778,0.6780778,0.173598,0.173598,0.012475382,0.012475382,21.0,29.0,21.0,29.0
0.25,1.0,PF,117,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,118,2,2,pass,1,1,0.7186651,0.7186651,0.16434994,0.16434994,0.025743317,0.025743317,21.0,29.0,21.0,29.0
0.25,1.0,PF,119,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,120,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,121,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,122,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,123,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,124,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,125,2,2,pass,1,1,0.6780778,0.6780778,0.173598,0.173598,0.012475382,0.012475382,21.0,29.0,21.0,29.0
0.25,1.0,PF,126,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,127,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,128,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,129,2,2,pass,1,1,0.65129316,0.65129316,0.21678324,0.21678324,0.023225917,0.023225917,21.0,29.0,21.0,29.0
0.25,1.0,PF,130,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,131,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,132,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,133,2,2,pass,1,1,0.65129316,0.65129316,0.21678324,0.21678324,0.023225917,0.023225917,21.0,29.0,21.0,29.0
0.25,1.0,PF,134,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,135,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,136,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,137,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,138,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,139,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,140,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,141,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,142,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,143,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,144,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,145,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,146,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,147,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,148,2,2,pass,1,1,0.7186651,0.7186651,0.16434994,0.16434994,0.025743317,0.025743317,21.0,29.0,21.0,29.0
0.25,1.0,PF,149,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,150,2,2,pass,1,1,0.6682329,0.6682329,0.20650832,0.20650832,0.025042687,0.025042687,21.0,29.0,21.0,29.0
0.25,1.0,PF,151,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,152,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,153,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,154,2,2,pass,1,1,0.6682329,0.6682329,0.20650832,0.20650832,0.025042687,0.025042687,21.0,29.0,21.0,29.0
0.25,1.0,PF,155,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,156,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,157,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,158,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,159,2,2,pass,1,1,0.6682329,0.6682329,0.20650832,0.20650832,0.025042687,0.025042687,21.0,29.0,21.0,29.0
0.25,1.0,PF,160,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,161,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,162,2,2,pass,1,1,0.6374081,0.6374081,0.21929021,0.21929021,0.023887053,0.023887053,21.0,29.0,21.0,29.0
0.25,1.0,PF,163,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,164,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,165,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,166,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,167,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,168,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,169,2,2,pass,1,1,0.7186651,0.7186651,0.16434994,0.16434994,0.025743317,0.025743317,21.0,29.0,21.0,29.0
0.25,1.0,PF,170,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,171,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,172,2,2,pass,1,1,0.6374081,0.6374081,0.21929021,0.21929021,0.023887053,0.023887053,21.0,29.0,21.0,29.0
0.25,1.0,PF,173,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,174,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,175,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,176,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,177,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,178,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,179,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
0.25,1.0,PF,180,2,2,pass,1,1,0.6677499,0.6677499,0.20378518,0.20378518,0.02274346,0.02274346,21.0,29.0,21.0,29.0
